,HORA,HUMEDAD DE LA TIERRA,HUMEDAD RELATIVA,INTENSIDAD LUMÍNICA,TEMPERATURA
2018-05-10 00:14:00,0.0,86.2,83.0,0.0,23.0
2018-05-10 00:15:00,0.0,86.2,83.0,0.0,23.0
2018-05-10 00:16:00,0.0,86.2,83.0,0.0,23.0
2018-05-10 00:17:00,0.0,86.2,83.0,0.0,23.0
2018-05-10 00:18:00,0.0,86.2,83.0,0.0,23.0
2018-05-10 00:19:00,0.0,86.04,85.0,0.0,23.0
2018-05-10 00:20:00,0.0,86.04,85.0,0.0,23.0
2018-05-10 00:21:00,0.0,86.04,85.0,0.0,23.0
2018-05-10 00:22:00,0.0,86.04,87.0,0.0,23.0
2018-05-10 00:23:00,0.0,86.04,87.0,0.0,23.0
2018-05-10 00:24:00,0.0,86.04,87.0,0.0,23.0
2018-05-10 00:25:00,0.0,85.88,87.0,0.0,23.0
2018-05-10 00:26:00,0.0,86.04,87.0,0.0,23.0
2018-05-10 00:27:00,0.0,85.88,87.0,0.0,23.0
2018-05-10 00:28:00,0.0,85.88,87.0,0.0,23.0
2018-05-10 00:29:00,0.0,85.88,87.0,0.0,23.0
2018-05-10 00:30:00,0.0,85.88,87.0,0.0,23.0
2018-05-10 00:31:00,0.0,85.88,87.0,0.0,23.0
2018-05-10 00:32:00,0.0,85.88,87.0,0.0,23.0
2018-05-10 00:33:00,0.0,85.88,87.0,0.0,23.0
2018-05-10 00:34:00,0.0,85.88,87.0,0.0,23.0
2018-05-10 00:35:00,0.0,85.88,87.0,0.0,23.0
2018-05-10 00:36:00,0.0,85.72,87.0,0.0,23.0
2018-05-10 00:37:00,0.0,85.72,87.0,0.0,23.0
2018-05-10 00:38:00,0.0,85.72,87.0,0.0,23.0
2018-05-10 00:39:00,0.0,85.72,87.0,0.0,23.0
2018-05-10 00:40:00,0.0,85.72,87.0,0.0,23.0
2018-05-10 00:41:00,0.0,85.72,87.0,0.0,23.0
2018-05-10 00:42:00,0.0,85.56,87.0,0.0,23.0
2018-05-10 00:43:00,0.0,85.56,87.0,0.0,23.0
2018-05-10 00:44:00,0.0,85.56,87.0,0.0,23.0
2018-05-10 00:45:00,0.0,85.56,87.0,0.0,23.0
2018-05-10 00:46:00,0.0,85.56,87.0,0.0,23.0
2018-05-10 00:47:00,0.0,85.56,87.0,0.0,23.0
2018-05-10 00:48:00,0.0,85.56,87.0,0.0,23.0
2018-05-10 00:49:00,0.0,85.56,87.0,0.0,23.0
2018-05-10 00:50:00,0.0,85.56,87.0,0.0,23.0
2018-05-10 00:51:00,0.0,85.4,87.0,0.0,23.0
2018-05-10 00:52:00,0.0,85.56,87.0,0.0,23.0
2018-05-10 00:53:00,0.0,85.4,87.0,0.0,23.0
2018-05-10 00:54:00,0.0,85.4,87.0,0.0,23.0
2018-05-10 00:55:00,0.0,85.4,87.0,0.0,23.0
2018-05-10 00:56:00,0.0,85.4,87.0,0.0,23.0
2018-05-10 00:57:00,0.0,85.4,87.0,0.0,23.0
2018-05-10 00:58:00,0.0,85.4,87.0,0.0,23.0
2018-05-10 00:59:00,0.0,85.4,87.0,0.0,23.0
2018-05-10 01:00:00,1.0,85.4,87.0,0.0,23.0
2018-05-10 01:01:00,1.0,85.4,87.0,0.0,23.0
2018-05-10 01:02:00,1.0,85.4,87.0,0.0,23.0
2018-05-10 01:03:00,1.0,85.4,87.0,0.0,23.0
2018-05-10 01:04:00,1.0,85.4,87.0,0.0,23.0
2018-05-10 01:05:00,1.0,85.4,87.0,0.0,23.0
2018-05-10 01:06:00,1.0,85.24,87.0,0.0,23.0
2018-05-10 01:07:00,1.0,85.24,87.0,0.0,23.0
2018-05-10 01:08:00,1.0,85.24,87.0,0.0,23.0
2018-05-10 01:09:00,1.0,85.24,87.0,0.0,23.0
2018-05-10 01:10:00,1.0,85.24,87.0,0.0,23.0
2018-05-10 01:11:00,1.0,85.24,87.0,0.0,23.0
2018-05-10 01:12:00,1.0,85.72,87.0,0.0,23.0
2018-05-10 01:13:00,1.0,85.4,90.0,0.0,23.0
2018-05-10 01:14:00,1.0,85.4,90.0,0.0,23.0
2018-05-10 01:15:00,1.0,85.24,90.0,0.0,23.0
2018-05-10 01:16:00,1.0,85.24,90.0,0.0,23.0
2018-05-10 01:17:00,1.0,85.24,90.0,0.0,23.0
2018-05-10 01:18:00,1.0,85.24,90.0,0.0,23.0
2018-05-10 01:19:00,1.0,85.24,90.0,0.0,23.0
2018-05-10 01:20:00,1.0,85.24,90.0,0.0,23.0
2018-05-10 01:21:00,1.0,85.08,90.0,0.0,23.0
2018-05-10 01:22:00,1.0,85.08,90.0,0.0,23.0
2018-05-10 01:23:00,1.0,85.08,90.0,0.0,23.0
2018-05-10 01:24:00,1.0,85.08,90.0,0.0,23.0
2018-05-10 01:25:00,1.0,85.08,90.0,0.0,23.0
2018-05-10 01:26:00,1.0,85.08,90.0,0.0,23.0
2018-05-10 01:27:00,1.0,85.08,90.0,0.0,23.0
2018-05-10 01:28:00,1.0,84.92,90.0,0.0,23.0
2018-05-10 01:29:00,1.0,84.92,90.0,0.0,23.0
2018-05-10 01:30:00,1.0,84.92,90.0,0.0,23.0
2018-05-10 01:31:00,1.0,84.92,90.0,0.0,23.0
2018-05-10 01:32:00,1.0,84.92,90.0,0.0,23.0
2018-05-10 01:33:00,1.0,84.76,90.0,0.0,23.0
2018-05-10 01:34:00,1.0,84.92,90.0,0.0,23.0
2018-05-10 01:35:00,1.0,84.92,90.0,0.0,23.0
2018-05-10 01:36:00,1.0,84.76,90.0,0.0,23.0
2018-05-10 01:37:00,1.0,84.76,90.0,0.0,23.0
2018-05-10 01:38:00,1.0,84.76,90.0,0.0,23.0
2018-05-10 01:39:00,1.0,84.76,90.0,0.0,23.0
2018-05-10 01:40:00,1.0,84.76,90.0,0.0,23.0
2018-05-10 01:41:00,1.0,84.6,90.0,0.0,23.0
2018-05-10 01:42:00,1.0,84.6,90.0,0.0,23.0
2018-05-10 01:43:00,1.0,84.6,90.0,0.0,23.0
2018-05-10 01:44:00,1.0,84.6,90.0,0.0,23.0
2018-05-10 01:45:00,1.0,84.6,90.0,0.0,23.0
2018-05-10 01:46:00,1.0,84.6,90.0,0.0,23.0
2018-05-10 01:47:00,1.0,84.6,90.0,0.0,23.0
2018-05-10 01:48:00,1.0,84.6,90.0,0.0,23.0
2018-05-10 01:49:00,1.0,84.6,90.0,0.0,23.0
2018-05-10 01:50:00,1.0,84.6,90.0,0.0,23.0
2018-05-10 01:51:00,1.0,84.44,90.0,0.0,23.0
2018-05-10 01:52:00,1.0,84.44,90.0,0.0,23.0
2018-05-10 01:53:00,1.0,84.44,90.0,0.0,23.0
2018-05-10 01:54:00,1.0,84.44,90.0,0.0,23.0
2018-05-10 01:55:00,1.0,84.44,90.0,0.0,23.0
2018-05-10 01:56:00,1.0,84.44,90.0,0.0,23.0
2018-05-10 01:57:00,1.0,84.44,90.0,0.0,23.0
2018-05-10 01:58:00,1.0,84.28,90.0,0.0,23.0
2018-05-10 01:59:00,1.0,84.28,90.0,0.0,23.0
2018-05-10 02:00:00,2.0,84.28,90.0,0.0,23.0
2018-05-10 02:01:00,2.0,84.28,90.0,0.0,23.0
2018-05-10 02:02:00,2.0,84.28,90.0,0.0,23.0
2018-05-10 02:03:00,2.0,84.28,90.0,0.0,23.0
2018-05-10 02:04:00,2.0,84.28,90.0,0.0,23.0
2018-05-10 02:05:00,2.0,84.44,90.0,0.0,23.0
2018-05-10 02:06:00,2.0,84.6,90.0,0.0,23.0
2018-05-10 02:07:00,2.0,84.6,90.0,0.0,23.0
2018-05-10 02:08:00,2.0,84.6,90.0,0.0,23.0
2018-05-10 02:09:00,2.0,84.6,90.0,0.0,23.0
2018-05-10 02:10:00,2.0,84.6,90.0,0.0,23.0
2018-05-10 02:11:00,2.0,84.6,90.0,0.0,23.0
2018-05-10 02:12:00,2.0,84.6,90.0,0.0,23.0
2018-05-10 02:13:00,2.0,84.6,90.0,0.0,23.0
2018-05-10 02:14:00,2.0,84.44,91.0,0.0,22.0
2018-05-10 02:15:00,2.0,84.44,90.0,0.0,23.0
2018-05-10 02:16:00,2.0,84.44,91.0,0.0,22.0
2018-05-10 02:17:00,2.0,84.44,90.0,0.0,23.0
2018-05-10 02:18:00,2.0,84.44,90.0,0.0,23.0
2018-05-10 02:19:00,2.0,84.44,90.0,0.0,23.0
2018-05-10 02:20:00,2.0,84.28,90.0,0.0,23.0
2018-05-10 02:21:00,2.0,84.28,90.0,0.0,23.0
2018-05-10 02:22:00,2.0,84.28,90.0,0.0,23.0
2018-05-10 02:23:00,2.0,84.28,90.0,0.0,23.0
2018-05-10 02:24:00,2.0,84.28,91.0,0.0,22.0
2018-05-10 02:25:00,2.0,84.28,91.0,0.0,23.0
2018-05-10 02:26:00,2.0,84.28,91.0,0.0,23.0
2018-05-10 02:27:00,2.0,84.28,91.0,0.0,23.0
2018-05-10 02:28:00,2.0,84.28,93.0,0.0,23.0
2018-05-10 02:29:00,2.0,84.12,93.0,0.0,23.0
2018-05-10 02:30:00,2.0,84.12,93.0,0.0,23.0
2018-05-10 02:31:00,2.0,84.12,93.0,0.0,23.0
2018-05-10 02:32:00,2.0,84.12,93.0,0.0,23.0
2018-05-10 02:33:00,2.0,84.12,94.0,0.0,22.0
2018-05-10 02:34:00,2.0,84.12,93.0,0.0,23.0
2018-05-10 02:35:00,2.0,84.12,93.0,0.0,23.0
2018-05-10 02:36:00,2.0,83.96,94.0,0.0,22.0
2018-05-10 02:37:00,2.0,83.96,93.0,0.0,23.0
2018-05-10 02:38:00,2.0,83.96,93.0,0.0,23.0
2018-05-10 02:39:00,2.0,83.96,94.0,0.0,22.0
2018-05-10 02:40:00,2.0,83.96,93.0,0.0,23.0
2018-05-10 02:41:00,2.0,83.8,93.0,0.0,23.0
2018-05-10 02:42:00,2.0,83.96,94.0,0.0,22.0
2018-05-10 02:43:00,2.0,83.8,94.0,0.0,22.0
2018-05-10 02:44:00,2.0,83.8,94.0,0.0,22.0
2018-05-10 02:45:00,2.0,83.8,93.0,0.0,23.0
2018-05-10 02:46:00,2.0,83.8,94.0,0.0,22.0
2018-05-10 02:47:00,2.0,83.8,93.0,0.0,23.0
2018-05-10 02:48:00,2.0,83.8,94.0,0.0,22.0
2018-05-10 02:49:00,2.0,83.8,93.0,0.0,23.0
2018-05-10 02:50:00,2.0,83.63,94.0,0.0,22.0
2018-05-10 02:51:00,2.0,83.63,93.0,0.0,23.0
2018-05-10 02:52:00,2.0,83.63,93.0,0.0,23.0
2018-05-10 02:53:00,2.0,83.63,93.0,0.0,23.0
2018-05-10 02:54:00,2.0,83.63,93.0,0.0,23.0
2018-05-10 02:55:00,2.0,83.63,94.0,0.0,22.0
2018-05-10 02:56:00,2.0,83.47,93.0,0.0,23.0
2018-05-10 02:57:00,2.0,83.63,94.0,0.0,22.0
2018-05-10 02:58:00,2.0,83.47,93.0,0.0,23.0
2018-05-10 02:59:00,2.0,83.47,93.0,0.0,23.0
2018-05-10 03:00:00,3.0,83.47,93.0,0.0,23.0
2018-05-10 03:01:00,3.0,83.47,93.0,0.0,23.0
2018-05-10 03:02:00,3.0,83.31,94.0,0.0,22.0
2018-05-10 03:03:00,3.0,83.31,94.0,0.0,22.0
2018-05-10 03:04:00,3.0,83.31,94.0,0.0,22.0
2018-05-10 03:05:00,3.0,83.31,94.0,0.0,22.0
2018-05-10 03:06:00,3.0,83.31,94.0,0.0,22.0
2018-05-10 03:07:00,3.0,83.31,94.0,0.0,22.0
2018-05-10 03:08:00,3.0,83.31,94.0,0.0,22.0
2018-05-10 03:09:00,3.0,83.15,94.0,0.0,22.0
2018-05-10 03:10:00,3.0,83.15,94.0,0.0,22.0
2018-05-10 03:11:00,3.0,83.15,94.0,0.0,22.0
2018-05-10 03:12:00,3.0,83.15,94.0,0.0,22.0
2018-05-10 03:13:00,3.0,83.15,94.0,0.0,22.0
2018-05-10 03:14:00,3.0,83.15,94.0,0.0,22.0
2018-05-10 03:15:00,3.0,83.15,94.0,0.0,22.0
2018-05-10 03:16:00,3.0,83.15,93.0,0.0,23.0
2018-05-10 03:17:00,3.0,83.15,94.0,0.0,22.0
2018-05-10 03:18:00,3.0,82.99,94.0,0.0,22.0
2018-05-10 03:19:00,3.0,82.99,94.0,0.0,22.0
2018-05-10 03:20:00,3.0,82.99,94.0,0.0,22.0
2018-05-10 03:21:00,3.0,82.99,94.0,0.0,22.0
2018-05-10 03:22:00,3.0,82.83,94.0,0.0,22.0
2018-05-10 03:23:00,3.0,82.99,94.0,0.0,22.0
2018-05-10 03:24:00,3.0,82.83,94.0,0.0,22.0
2018-05-10 03:25:00,3.0,82.83,94.0,0.0,22.0
2018-05-10 03:26:00,3.0,82.83,94.0,0.0,22.0
2018-05-10 03:27:00,3.0,82.83,94.0,0.0,22.0
2018-05-10 03:28:00,3.0,82.83,94.0,0.0,22.0
2018-05-10 03:29:00,3.0,82.83,94.0,0.0,22.0
2018-05-10 03:30:00,3.0,82.83,94.0,0.0,22.0
2018-05-10 03:31:00,3.0,82.83,94.0,0.0,22.0
2018-05-10 03:32:00,3.0,82.83,94.0,0.0,22.0
2018-05-10 03:33:00,3.0,82.83,94.0,0.0,22.0
2018-05-10 03:34:00,3.0,82.67,94.0,0.0,22.0
2018-05-10 03:35:00,3.0,82.67,94.0,0.0,22.0
2018-05-10 03:36:00,3.0,82.67,94.0,0.0,22.0
2018-05-10 03:37:00,3.0,82.67,94.0,0.0,22.0
2018-05-10 03:38:00,3.0,82.67,94.0,0.0,22.0
2018-05-10 03:39:00,3.0,82.51,94.0,0.0,22.0
2018-05-10 03:40:00,3.0,82.51,94.0,0.0,22.0
2018-05-10 03:41:00,3.0,82.51,94.0,0.0,22.0
2018-05-10 03:42:00,3.0,82.35,95.0,0.0,22.0
2018-05-10 03:43:00,3.0,82.35,95.0,0.0,22.0
2018-05-10 03:44:00,3.0,82.35,95.0,0.0,22.0
2018-05-10 03:45:00,3.0,82.35,95.0,0.0,22.0
2018-05-10 03:46:00,3.0,82.35,95.0,0.0,22.0
2018-05-10 03:47:00,3.0,82.35,95.0,0.0,22.0
2018-05-10 03:48:00,3.0,82.35,95.0,0.0,22.0
2018-05-10 03:49:00,3.0,82.19,94.0,0.0,23.0
2018-05-10 03:50:00,3.0,82.19,95.0,0.0,22.0
2018-05-10 03:51:00,3.0,82.19,95.0,0.0,22.0
2018-05-10 03:52:00,3.0,82.19,95.0,0.0,22.0
2018-05-10 03:53:00,3.0,82.19,95.0,0.0,22.0
2018-05-10 03:54:00,3.0,82.19,94.0,0.0,23.0
2018-05-10 03:55:00,3.0,82.19,95.0,0.0,22.0
2018-05-10 03:56:00,3.0,82.19,95.0,0.0,22.0
2018-05-10 03:57:00,3.0,82.19,94.0,0.0,23.0
2018-05-10 03:58:00,3.0,82.03,95.0,0.0,22.0
2018-05-10 03:59:00,3.0,82.03,95.0,0.0,22.0
2018-05-10 04:00:00,4.0,82.03,95.0,0.0,22.0
2018-05-10 04:01:00,4.0,82.03,95.0,0.0,22.0
2018-05-10 04:02:00,4.0,82.03,95.0,0.0,22.0
2018-05-10 04:03:00,4.0,82.03,95.0,0.0,22.0
2018-05-10 04:04:00,4.0,82.03,95.0,0.0,22.0
2018-05-10 04:05:00,4.0,82.03,95.0,0.0,22.0
2018-05-10 04:06:00,4.0,81.87,95.0,0.0,22.0
2018-05-10 04:07:00,4.0,81.87,95.0,0.0,22.0
2018-05-10 04:08:00,4.0,81.87,95.0,0.0,22.0
2018-05-10 04:09:00,4.0,81.87,95.0,0.0,22.0
2018-05-10 04:10:00,4.0,81.87,95.0,0.0,22.0
2018-05-10 04:11:00,4.0,81.87,95.0,0.0,22.0
2018-05-10 04:12:00,4.0,81.87,95.0,0.0,22.0
2018-05-10 04:13:00,4.0,81.87,95.0,0.0,22.0
2018-05-10 04:14:00,4.0,81.87,95.0,0.0,22.0
2018-05-10 04:15:00,4.0,81.71,95.0,0.0,22.0
2018-05-10 04:16:00,4.0,81.71,95.0,0.0,22.0
2018-05-10 04:17:00,4.0,81.71,95.0,0.0,22.0
2018-05-10 04:18:00,4.0,81.71,95.0,0.0,22.0
2018-05-10 04:19:00,4.0,81.71,95.0,0.0,22.0
2018-05-10 04:20:00,4.0,81.71,95.0,0.0,22.0
2018-05-10 04:21:00,4.0,81.71,95.0,0.0,22.0
2018-05-10 04:22:00,4.0,81.71,95.0,0.0,22.0
2018-05-10 04:23:00,4.0,81.71,95.0,0.0,22.0
2018-05-10 04:24:00,4.0,81.71,95.0,0.0,22.0
2018-05-10 04:25:00,4.0,81.71,95.0,0.0,22.0
2018-05-10 04:26:00,4.0,81.55,95.0,0.0,22.0
2018-05-10 04:27:00,4.0,81.55,95.0,0.0,22.0
2018-05-10 04:28:00,4.0,81.55,95.0,0.0,22.0
2018-05-10 04:29:00,4.0,81.55,95.0,0.0,22.0
2018-05-10 04:30:00,4.0,81.55,95.0,0.0,22.0
2018-05-10 04:31:00,4.0,81.55,95.0,0.0,22.0
2018-05-10 04:32:00,4.0,81.55,95.0,0.0,22.0
2018-05-10 04:33:00,4.0,81.55,95.0,0.0,22.0
2018-05-10 04:34:00,4.0,81.55,95.0,0.0,22.0
2018-05-10 04:35:00,4.0,81.55,95.0,0.0,22.0
2018-05-10 04:36:00,4.0,81.39,94.0,0.0,23.0
2018-05-10 04:37:00,4.0,81.55,94.0,0.0,23.0
2018-05-10 04:38:00,4.0,81.55,94.0,0.0,23.0
2018-05-10 04:39:00,4.0,81.39,94.0,0.0,23.0
2018-05-10 04:40:00,4.0,81.39,94.0,0.0,23.0
2018-05-10 04:41:00,4.0,81.39,95.0,0.0,22.0
2018-05-10 04:42:00,4.0,81.39,95.0,0.0,22.0
2018-05-10 04:43:00,4.0,81.39,95.0,0.0,22.0
2018-05-10 04:44:00,4.0,81.39,95.0,0.0,22.0
2018-05-10 04:45:00,4.0,81.23,95.0,0.0,22.0
2018-05-10 04:46:00,4.0,81.23,95.0,0.0,22.0
2018-05-10 04:47:00,4.0,81.39,95.0,0.0,22.0
2018-05-10 04:48:00,4.0,81.23,95.0,0.0,22.0
2018-05-10 04:49:00,4.0,81.23,95.0,0.0,22.0
2018-05-10 04:50:00,4.0,81.23,95.0,0.0,22.0
2018-05-10 04:51:00,4.0,81.23,95.0,0.0,22.0
2018-05-10 04:52:00,4.0,81.23,95.0,0.0,22.0
2018-05-10 04:53:00,4.0,81.23,95.0,0.0,22.0
2018-05-10 04:54:00,4.0,81.07,95.0,0.0,22.0
2018-05-10 04:55:00,4.0,81.07,95.0,0.0,22.0
2018-05-10 04:56:00,4.0,81.07,95.0,0.0,22.0
2018-05-10 04:57:00,4.0,81.07,95.0,0.0,22.0
2018-05-10 04:58:00,4.0,81.07,95.0,0.0,22.0
2018-05-10 04:59:00,4.0,81.23,95.0,0.0,22.0
2018-05-10 05:00:00,5.0,81.07,95.0,0.0,22.0
2018-05-10 05:01:00,5.0,81.07,95.0,0.0,22.0
2018-05-10 05:02:00,5.0,81.07,95.0,0.0,22.0
2018-05-10 05:03:00,5.0,81.07,95.0,0.0,22.0
2018-05-10 05:04:00,5.0,81.07,95.0,0.0,22.0
2018-05-10 05:05:00,5.0,81.07,95.0,0.0,22.0
2018-05-10 05:06:00,5.0,81.07,95.0,0.0,22.0
2018-05-10 05:07:00,5.0,80.91,95.0,0.0,22.0
2018-05-10 05:08:00,5.0,80.91,95.0,0.0,22.0
2018-05-10 05:09:00,5.0,80.91,95.0,0.0,22.0
2018-05-10 05:10:00,5.0,80.91,95.0,0.0,22.0
2018-05-10 05:11:00,5.0,81.07,95.0,5.0,22.0
2018-05-10 05:12:00,5.0,80.91,95.0,5.0,22.0
2018-05-10 05:13:00,5.0,80.91,95.0,17.0,22.0
2018-05-10 05:14:00,5.0,80.91,95.0,23.0,22.0
2018-05-10 05:15:00,5.0,80.91,95.0,41.0,22.0
2018-05-10 05:16:00,5.0,80.91,95.0,70.0,22.0
2018-05-10 05:17:00,5.0,80.91,95.0,134.0,22.0
2018-05-10 05:18:00,5.0,80.91,95.0,187.0,22.0
2018-05-10 05:19:00,5.0,80.91,95.0,181.0,22.0
2018-05-10 05:20:00,5.0,80.91,95.0,181.0,22.0
2018-05-10 05:21:00,5.0,80.91,95.0,193.0,22.0
2018-05-10 05:22:00,5.0,80.91,95.0,252.0,22.0
2018-05-10 05:23:00,5.0,80.91,95.0,258.0,22.0
2018-05-10 05:24:00,5.0,80.75,95.0,217.0,22.0
2018-05-10 05:25:00,5.0,80.91,95.0,205.0,22.0
2018-05-10 05:26:00,5.0,80.75,95.0,211.0,22.0
2018-05-10 05:27:00,5.0,80.75,95.0,246.0,22.0
2018-05-10 05:28:00,5.0,80.75,95.0,310.0,22.0
2018-05-10 05:29:00,5.0,80.75,95.0,410.0,22.0
2018-05-10 05:30:00,5.0,80.75,95.0,533.0,22.0
2018-05-10 05:31:00,5.0,80.75,95.0,668.0,22.0
2018-05-10 05:32:00,5.0,80.75,95.0,821.0,22.0
2018-05-10 05:33:00,5.0,80.75,95.0,979.0,22.0
2018-05-10 05:34:00,5.0,80.75,95.0,1014.0,22.0
2018-05-10 05:35:00,5.0,80.75,95.0,1272.0,22.0
2018-05-10 05:36:00,5.0,80.59,95.0,1431.0,22.0
2018-05-10 05:37:00,5.0,80.59,95.0,1671.0,22.0
2018-05-10 05:38:00,5.0,80.59,95.0,1876.0,22.0
2018-05-10 05:39:00,5.0,80.59,95.0,1912.0,22.0
2018-05-10 05:40:00,5.0,80.59,95.0,2205.0,22.0
2018-05-10 05:41:00,5.0,80.59,95.0,2404.0,22.0
2018-05-10 05:42:00,5.0,80.59,95.0,2498.0,22.0
2018-05-10 05:43:00,5.0,80.42,95.0,2862.0,22.0
2018-05-10 05:44:00,5.0,80.59,95.0,3085.0,22.0
2018-05-10 05:45:00,5.0,80.42,95.0,3278.0,22.0
2018-05-10 05:46:00,5.0,80.42,95.0,3478.0,22.0
2018-05-10 05:47:00,5.0,80.42,95.0,3659.0,22.0
2018-05-10 05:48:00,5.0,80.42,95.0,3835.0,22.0
2018-05-10 05:49:00,5.0,80.42,95.0,4011.0,22.0
2018-05-10 05:50:00,5.0,80.42,95.0,4181.0,22.0
2018-05-10 05:51:00,5.0,80.42,95.0,4346.0,22.0
2018-05-10 05:52:00,5.0,80.42,95.0,4492.0,22.0
2018-05-10 05:53:00,5.0,80.26,95.0,4627.0,22.0
2018-05-10 05:54:00,5.0,80.42,95.0,4762.0,22.0
2018-05-10 05:55:00,5.0,80.42,95.0,4879.0,22.0
2018-05-10 05:56:00,5.0,80.26,95.0,4991.0,22.0
2018-05-10 05:57:00,5.0,80.42,95.0,5096.0,22.0
2018-05-10 05:58:00,5.0,80.26,95.0,5202.0,22.0
2018-05-10 05:59:00,5.0,80.26,95.0,5307.0,22.0
2018-05-10 06:00:00,6.0,80.26,95.0,5395.0,22.0
2018-05-10 06:01:00,6.0,80.26,95.0,5460.0,22.0
2018-05-10 06:02:00,6.0,80.26,95.0,5501.0,22.0
2018-05-10 06:03:00,6.0,80.26,95.0,5524.0,23.0
2018-05-10 06:04:00,6.0,80.26,95.0,5548.0,23.0
2018-05-10 06:05:00,6.0,80.26,95.0,5560.0,23.0
2018-05-10 06:06:00,6.0,80.26,95.0,5577.0,23.0
2018-05-10 06:07:00,6.0,80.1,95.0,5589.0,23.0
2018-05-10 06:08:00,6.0,80.1,95.0,5601.0,23.0
2018-05-10 06:09:00,6.0,80.1,95.0,5612.0,23.0
2018-05-10 06:10:00,6.0,80.26,95.0,5618.0,23.0
2018-05-10 06:11:00,6.0,80.1,95.0,5624.0,23.0
2018-05-10 06:12:00,6.0,80.1,95.0,5630.0,23.0
2018-05-10 06:13:00,6.0,80.1,95.0,5636.0,23.0
2018-05-10 06:14:00,6.0,80.1,95.0,5636.0,23.0
2018-05-10 06:15:00,6.0,80.1,95.0,5642.0,23.0
2018-05-10 06:16:00,6.0,80.1,95.0,5648.0,23.0
2018-05-10 06:17:00,6.0,80.1,95.0,5653.0,23.0
2018-05-10 06:18:00,6.0,80.1,95.0,5659.0,23.0
2018-05-10 06:19:00,6.0,80.1,95.0,5665.0,23.0
2018-05-10 06:20:00,6.0,80.1,95.0,5671.0,23.0
2018-05-10 06:21:00,6.0,79.94,95.0,5677.0,23.0
2018-05-10 06:22:00,6.0,79.94,95.0,5689.0,23.0
2018-05-10 06:23:00,6.0,79.94,95.0,5695.0,23.0
2018-05-10 06:24:00,6.0,79.94,95.0,5700.0,23.0
2018-05-10 06:25:00,6.0,79.94,95.0,5700.0,23.0
2018-05-10 06:26:00,6.0,79.94,95.0,5706.0,23.0
2018-05-10 06:27:00,6.0,79.94,95.0,5712.0,23.0
2018-05-10 06:28:00,6.0,79.94,95.0,5718.0,23.0
2018-05-10 06:29:00,6.0,79.78,95.0,5718.0,23.0
2018-05-10 06:30:00,6.0,79.78,95.0,5724.0,23.0
2018-05-10 06:31:00,6.0,79.78,95.0,5724.0,23.0
2018-05-10 06:32:00,6.0,79.78,95.0,5730.0,23.0
2018-05-10 06:33:00,6.0,79.78,95.0,5730.0,23.0
2018-05-10 06:34:00,6.0,79.78,95.0,5736.0,23.0
2018-05-10 06:35:00,6.0,79.78,95.0,5741.0,23.0
2018-05-10 06:36:00,6.0,79.78,95.0,5741.0,23.0
2018-05-10 06:37:00,6.0,79.78,95.0,5747.0,23.0
2018-05-10 06:38:00,6.0,79.78,95.0,5747.0,23.0
2018-05-10 06:39:00,6.0,79.78,95.0,5747.0,23.0
2018-05-10 06:40:00,6.0,79.62,95.0,5753.0,23.0
2018-05-10 06:41:00,6.0,79.78,95.0,5753.0,23.0
2018-05-10 06:42:00,6.0,79.62,95.0,5753.0,23.0
2018-05-10 06:43:00,6.0,79.62,95.0,5759.0,23.0
2018-05-10 06:44:00,6.0,79.62,95.0,5759.0,24.0
2018-05-10 06:45:00,6.0,79.62,95.0,5759.0,24.0
2018-05-10 06:46:00,6.0,79.62,95.0,5759.0,24.0
2018-05-10 06:47:00,6.0,79.62,95.0,5759.0,24.0
2018-05-10 06:48:00,6.0,79.62,95.0,5765.0,24.0
2018-05-10 06:49:00,6.0,79.62,95.0,5765.0,24.0
2018-05-10 06:50:00,6.0,79.62,95.0,5765.0,24.0
2018-05-10 06:51:00,6.0,79.62,95.0,5765.0,24.0
2018-05-10 06:52:00,6.0,79.62,95.0,5765.0,24.0
2018-05-10 06:53:00,6.0,79.62,95.0,5771.0,24.0
2018-05-10 06:54:00,6.0,79.62,95.0,5771.0,24.0
2018-05-10 06:55:00,6.0,79.62,95.0,5771.0,24.0
2018-05-10 06:56:00,6.0,79.46,95.0,5771.0,24.0
2018-05-10 06:57:00,6.0,79.62,95.0,5771.0,24.0
2018-05-10 06:58:00,6.0,79.46,95.0,5771.0,24.0
2018-05-10 06:59:00,6.0,79.46,95.0,5777.0,24.0
2018-05-10 07:00:00,7.0,79.62,95.0,5777.0,24.0
2018-05-10 07:01:00,7.0,79.62,95.0,5777.0,24.0
2018-05-10 07:02:00,7.0,79.46,95.0,5777.0,24.0
2018-05-10 07:03:00,7.0,79.46,95.0,5777.0,24.0
2018-05-10 07:04:00,7.0,79.46,95.0,5777.0,24.0
2018-05-10 07:05:00,7.0,79.46,95.0,5782.0,24.0
2018-05-10 07:06:00,7.0,79.46,95.0,5782.0,24.0
2018-05-10 07:07:00,7.0,79.46,95.0,5771.0,24.0
2018-05-10 07:08:00,7.0,79.46,95.0,5765.0,24.0
2018-05-10 07:09:00,7.0,79.46,95.0,5782.0,24.0
2018-05-10 07:10:00,7.0,79.46,95.0,5777.0,24.0
2018-05-10 07:11:00,7.0,79.46,94.0,5788.0,24.0
2018-05-10 07:12:00,7.0,79.46,94.0,5794.0,24.0
