"IDMEDIDA","NODO","TEMPERATURA","HUMEDAD RELATIVA","HUMEDAD DE LA TIERRA","NIVEL UV","INTENSIDAD LUMÍNICA","TIME"
"16691","5","26","37","8.52","0","3618","2018-06-07 02:36:00"
"16692","2","26","24","3.55","0","5659","2018-06-07 02:37:00"
"16693","5","26","37","8.52","0","4099","2018-06-07 02:37:00"
"16694","2","26","24","3.55","0","5689","2018-06-07 02:38:00"
"16695","5","26","38","8.52","0","4633","2018-06-07 02:38:00"
"16696","2","27","23","3.55","0","5700","2018-06-07 02:39:00"
"16697","5","26","38","8.52","0","5137","2018-06-07 02:39:00"
"16698","2","27","22","3.55","0","5712","2018-06-07 02:40:00"
"16699","5","26","38","8.52","0","5483","2018-06-07 02:40:00"
"16700","2","27","22","3.55","0","5724","2018-06-07 02:41:00"
"16701","5","26","38","8.52","0","5595","2018-06-07 02:41:00"
"16702","2","27","22","3.55","0","5724","2018-06-07 02:42:00"
"16703","5","26","38","8.52","0","5612","2018-06-07 02:42:00"
"16704","2","27","22","3.38","0","5724","2018-06-07 02:43:00"
"16705","5","26","38","8.68","0","5618","2018-06-07 02:43:00"
"16706","2","27","22","3.38","0","5730","2018-06-07 02:44:00"
"16707","5","26","38","8.52","0","5624","2018-06-07 02:44:00"
"16708","2","27","22","3.38","0","5736","2018-06-07 02:45:00"
"16709","5","26","37","8.52","0","5636","2018-06-07 02:45:00"
"16710","2","27","22","3.38","0","5736","2018-06-07 02:46:00"
"16711","5","26","37","8.52","0","5642","2018-06-07 02:46:00"
"16712","2","27","21","3.38","0","5741","2018-06-07 02:47:00"
"16713","5","27","36","8.52","0","5653","2018-06-07 02:47:00"
"16714","2","27","22","3.38","0","5736","2018-06-07 02:48:00"
"16715","5","27","36","8.52","0","5659","2018-06-07 02:48:00"
"16716","2","27","22","3.38","0","5747","2018-06-07 02:49:00"
"16717","5","27","36","8.52","0","5671","2018-06-07 02:49:00"
"16718","2","27","21","3.06","0","5747","2018-06-07 02:50:00"
"16719","5","27","36","8.52","0","5683","2018-06-07 02:50:00"
"16720","2","27","21","3.22","0","5759","2018-06-07 02:51:00"
"16721","5","27","36","8.52","0","5695","2018-06-07 02:51:00"
"16722","2","28","21","3.22","0","5759","2018-06-07 02:52:00"
"16723","5","27","36","8.52","0","5700","2018-06-07 02:52:00"
"16724","2","28","21","3.06","0","5759","2018-06-07 02:53:00"
"16725","5","27","36","8.68","0","5712","2018-06-07 02:53:00"
"16726","2","28","21","3.06","0","5771","2018-06-07 02:54:00"
"16727","5","27","36","8.68","0","5712","2018-06-07 02:54:00"
"16728","2","28","21","3.22","0","5771","2018-06-07 02:55:00"
"16729","5","27","36","8.52","0","5718","2018-06-07 02:55:00"
"16730","2","28","21","3.22","0","5771","2018-06-07 02:56:00"
"16731","5","27","36","8.52","0","5724","2018-06-07 02:56:00"
"16732","2","28","21","3.22","0","5771","2018-06-07 02:57:00"
"16733","5","27","36","8.52","0","5724","2018-06-07 02:57:00"
"16734","2","28","21","3.22","0","5777","2018-06-07 02:58:00"
"16735","5","27","36","8.52","0","5730","2018-06-07 02:58:00"
"16736","2","28","21","3.22","0","5777","2018-06-07 02:59:00"
"16737","5","27","36","8.52","0","5730","2018-06-07 02:59:00"
"16738","2","28","21","3.06","0","5771","2018-06-07 03:00:00"
"16739","5","27","36","8.52","0","5730","2018-06-07 03:00:00"
"16740","2","28","21","3.22","0","5771","2018-06-07 03:01:00"
"16741","5","27","36","8.52","0","5724","2018-06-07 03:01:00"
"16742","2","28","21","3.22","0","5771","2018-06-07 03:02:00"
"16743","5","27","36","8.52","0","5718","2018-06-07 03:02:00"
"16744","2","28","22","3.22","0","5771","2018-06-07 03:03:00"
"16745","5","27","36","8.52","0","5718","2018-06-07 03:03:00"
"16746","2","27","22","3.38","0","5771","2018-06-07 03:04:00"
"16747","5","27","36","8.52","0","5718","2018-06-07 03:04:00"
"16748","2","27","22","3.38","0","5771","2018-06-07 03:05:00"
"16749","5","27","36","8.52","0","5718","2018-06-07 03:05:00"
"16750","2","27","21","3.38","0","5771","2018-06-07 03:06:00"
"16751","5","27","36","8.52","0","5724","2018-06-07 03:06:00"
"16752","2","27","21","3.38","0","5771","2018-06-07 03:07:00"
"16753","5","27","36","8.52","0","5718","2018-06-07 03:07:00"
"16754","2","27","21","3.22","0","5771","2018-06-07 03:08:00"
"16755","5","27","36","8.52","0","5718","2018-06-07 03:08:00"
"16756","2","28","21","3.22","0","5771","2018-06-07 03:09:00"
"16757","5","27","36","8.52","0","5718","2018-06-07 03:09:00"
"16758","2","28","22","3.22","0","5765","2018-06-07 03:10:00"
"16759","5","27","37","9","0","5718","2018-06-07 03:10:00"
"16760","2","27","22","3.22","0","5759","2018-06-07 03:11:00"
"16761","5","27","37","8.52","0","5718","2018-06-07 03:11:00"
"16762","2","28","22","3.22","0","5765","2018-06-07 03:12:00"
"16763","5","27","37","8.52","0","5724","2018-06-07 03:12:00"
"16764","5","27","37","8.52","0","5724","2018-06-07 03:13:00"
"16765","5","27","36","8.68","0","5730","2018-06-07 03:14:00"
"16766","2","28","21","3.22","0","5777","2018-06-07 03:15:00"
"16767","5","27","36","8.52","0","5730","2018-06-07 03:15:00"
"16768","2","28","21","3.22","0","5777","2018-06-07 03:16:00"
"16769","5","27","36","8.68","0","5736","2018-06-07 03:16:00"
"16770","2","28","21","3.06","0","5771","2018-06-07 03:17:00"
"16771","5","27","36","8.52","0","5741","2018-06-07 03:17:00"
"16772","2","28","21","3.06","0","5782","2018-06-07 03:18:00"
"16773","5","27","35","8.52","0","5747","2018-06-07 03:18:00"
"16774","2","28","21","3.06","0","5782","2018-06-07 03:19:00"
"16775","5","28","35","8.68","0","5747","2018-06-07 03:19:00"
"16776","2","28","21","3.06","0","5788","2018-06-07 03:20:00"
"16777","5","28","35","8.52","0","5747","2018-06-07 03:20:00"
"16778","2","28","21","3.06","0","5788","2018-06-07 03:21:00"
"16779","5","28","35","8.52","0","5753","2018-06-07 03:21:00"
"16780","2","28","21","3.06","0","5788","2018-06-07 03:22:00"
"16781","5","27","35","8.52","0","5753","2018-06-07 03:22:00"
"16782","2","28","21","2.9","0","5788","2018-06-07 03:23:00"
"16783","5","28","35","8.52","0","5759","2018-06-07 03:23:00"
"16784","2","28","21","2.9","0","5794","2018-06-07 03:24:00"
"16785","5","28","35","8.52","0","5759","2018-06-07 03:24:00"
"16786","2","28","20","2.9","0","5794","2018-06-07 03:25:00"
"16787","5","28","35","8.52","0","5759","2018-06-07 03:25:00"
"16788","2","28","20","2.9","0","5794","2018-06-07 03:26:00"
"16789","5","28","35","8.68","0","5759","2018-06-07 03:26:00"
"16790","2","28","21","2.9","0","5794","2018-06-07 03:27:00"
"16791","5","28","35","8.52","0","5765","2018-06-07 03:27:00"
"16792","2","28","21","2.9","0","5800","2018-06-07 03:28:00"
"16793","5","28","35","8.52","0","5765","2018-06-07 03:28:00"
"16794","2","28","20","2.9","0","5800","2018-06-07 03:29:00"
"16795","5","28","36","8.68","0","5771","2018-06-07 03:29:00"
"16796","2","28","20","3.06","0","5800","2018-06-07 03:30:00"
"16797","5","27","35","8.68","0","5771","2018-06-07 03:30:00"
"16798","2","28","20","2.9","0","5800","2018-06-07 03:31:00"
"16799","5","28","36","8.68","0","5771","2018-06-07 03:31:00"
"16800","2","28","20","2.9","0","5800","2018-06-07 03:32:00"
"16801","5","28","36","8.68","0","5777","2018-06-07 03:32:00"
"16802","2","28","20","2.9","0","5800","2018-06-07 03:33:00"
"16803","5","28","36","8.68","0","5777","2018-06-07 03:33:00"
"16804","2","28","21","2.9","0","5800","2018-06-07 03:34:00"
"16805","5","28","36","8.52","0","5777","2018-06-07 03:34:00"
"16806","2","28","21","4.35","0","5800","2018-06-07 03:35:00"
"16807","5","28","36","8.52","0","5777","2018-06-07 03:35:00"
"16808","2","28","20","3.71","0","5806","2018-06-07 03:36:00"
"16809","5","28","35","8.52","0","5777","2018-06-07 03:36:00"
"16810","2","28","20","3.38","0","5806","2018-06-07 03:37:00"
"16811","5","28","35","8.68","0","5782","2018-06-07 03:37:00"
"16812","2","28","20","3.38","0","5806","2018-06-07 03:38:00"
"16813","5","28","35","8.68","0","5782","2018-06-07 03:38:00"
"16814","2","28","20","3.87","0","5806","2018-06-07 03:39:00"
"16815","5","28","35","8.68","0","5782","2018-06-07 03:39:00"
"16816","2","28","20","3.71","0","5806","2018-06-07 03:40:00"
"16817","5","28","35","8.68","0","5782","2018-06-07 03:40:00"
"16818","2","28","20","3.55","0","5806","2018-06-07 03:41:00"
"16819","5","28","35","8.68","0","5782","2018-06-07 03:41:00"
"16820","2","28","21","3.55","0","5806","2018-06-07 03:42:00"
"16821","5","28","35","8.68","0","5782","2018-06-07 03:42:00"
"16822","2","28","20","3.22","0","5806","2018-06-07 03:43:00"
"16823","5","28","35","8.68","0","5782","2018-06-07 03:43:00"
"16824","2","28","20","3.55","0","5806","2018-06-07 03:44:00"
"16825","5","28","35","8.52","0","5788","2018-06-07 03:44:00"
"16826","2","28","20","3.22","0","5806","2018-06-07 03:45:00"
"16827","5","28","35","8.68","0","5788","2018-06-07 03:45:00"
"16828","2","28","20","3.55","0","5812","2018-06-07 03:46:00"
"16829","5","28","35","8.68","0","5794","2018-06-07 03:46:00"
"16830","2","28","20","3.55","0","5812","2018-06-07 03:47:00"
"16831","5","28","35","8.68","0","5794","2018-06-07 03:47:00"
"16832","2","28","20","3.06","0","5812","2018-06-07 03:48:00"
"16833","5","28","36","8.68","0","5794","2018-06-07 03:48:00"
"16834","2","28","21","2.9","0","5812","2018-06-07 03:49:00"
"16835","5","28","36","8.68","0","5800","2018-06-07 03:49:00"
"16836","2","28","21","2.9","0","5812","2018-06-07 03:50:00"
"16837","5","28","35","8.68","0","5800","2018-06-07 03:50:00"
"16838","2","28","21","2.74","0","5812","2018-06-07 03:51:00"
"16839","5","28","35","8.52","0","5800","2018-06-07 03:51:00"
"16840","2","28","21","2.74","0","5818","2018-06-07 03:52:00"
"16841","5","28","35","8.68","0","5800","2018-06-07 03:52:00"
"16842","2","28","21","2.74","0","5818","2018-06-07 03:53:00"
"16843","5","28","36","8.68","0","5800","2018-06-07 03:53:00"
"16844","2","28","21","2.9","0","5812","2018-06-07 03:54:00"
"16845","5","28","36","8.52","0","5800","2018-06-07 03:54:00"
"16846","2","28","21","2.9","0","5812","2018-06-07 03:55:00"
"16847","5","28","35","8.68","0","5800","2018-06-07 03:55:00"
"16848","2","28","20","2.9","0","5818","2018-06-07 03:56:00"
"16849","5","28","35","8.68","0","5806","2018-06-07 03:56:00"
"16850","2","28","20","2.9","0","5818","2018-06-07 03:57:00"
"16851","5","28","35","8.68","0","5806","2018-06-07 03:57:00"
"16852","2","28","21","2.9","0","5818","2018-06-07 03:58:00"
"16853","5","28","35","8.68","0","5806","2018-06-07 03:58:00"
"16854","2","28","20","2.9","0","5818","2018-06-07 03:59:00"
"16855","5","28","35","8.68","0","5806","2018-06-07 03:59:00"
"16856","2","28","20","2.42","0","5818","2018-06-07 04:00:00"
"16857","5","28","36","8.68","0","5806","2018-06-07 04:00:00"
"16858","2","28","20","4.19","0","5818","2018-06-07 04:01:00"
"16859","5","28","35","8.68","0","5806","2018-06-07 04:01:00"
"16860","2","28","20","3.22","0","5818","2018-06-07 04:02:00"
"16861","5","28","35","8.68","0","5806","2018-06-07 04:02:00"
"16862","2","28","20","3.38","0","5818","2018-06-07 04:03:00"
"16863","5","28","35","8.68","0","5812","2018-06-07 04:03:00"
"16864","2","28","20","2.74","0","5824","2018-06-07 04:04:00"
"16865","5","28","35","8.68","0","5812","2018-06-07 04:04:00"
"16866","2","28","21","2.9","0","5824","2018-06-07 04:05:00"
"16867","5","28","35","8.68","0","5812","2018-06-07 04:05:00"
"16868","2","28","21","2.74","0","5829","2018-06-07 04:06:00"
"16869","5","28","35","8.68","0","5818","2018-06-07 04:06:00"
"16870","2","28","21","2.9","0","5829","2018-06-07 04:07:00"
"16871","5","28","35","8.68","0","5818","2018-06-07 04:07:00"
"16872","2","29","19","2.9","0","5835","2018-06-07 04:08:00"
"16873","5","28","36","8.68","0","5818","2018-06-07 04:08:00"
"16874","2","28","20","2.74","0","5829","2018-06-07 04:09:00"
"16875","5","29","34","8.68","0","5800","2018-06-07 04:09:00"
"16876","2","29","20","2.74","0","5829","2018-06-07 04:10:00"
"16877","5","28","35","8.84","0","5794","2018-06-07 04:10:00"
"16878","2","29","19","2.74","0","5824","2018-06-07 04:11:00"
"16879","5","28","35","8.84","0","5800","2018-06-07 04:11:00"
"16880","2","29","18","3.71","0","5841","2018-06-07 04:12:00"
"16881","5","28","35","8.68","0","5824","2018-06-07 04:12:00"
"16882","2","29","18","4.03","0","5841","2018-06-07 04:13:00"
"16883","5","29","34","8.68","0","5818","2018-06-07 04:13:00"
"16884","2","29","19","3.71","0","5841","2018-06-07 04:14:00"
"16885","5","29","34","8.68","0","5824","2018-06-07 04:14:00"
"16886","2","29","19","3.38","0","5841","2018-06-07 04:15:00"
"16887","5","29","34","8.68","0","5829","2018-06-07 04:15:00"
"16888","2","29","18","3.06","0","5841","2018-06-07 04:16:00"
"16889","5","29","34","8.68","0","5829","2018-06-07 04:16:00"
"16890","2","29","18","2.26","0","5841","2018-06-07 04:17:00"
"16891","5","30","34","8.68","0","5829","2018-06-07 04:17:00"
"16892","2","29","18","3.22","0","5841","2018-06-07 04:18:00"
"16893","5","30","34","8.84","0","5812","2018-06-07 04:18:00"
"16894","2","29","18","3.06","0","5835","2018-06-07 04:19:00"
"16895","5","30","34","8.68","0","5806","2018-06-07 04:19:00"
"16896","2","29","19","3.06","0","5835","2018-06-07 04:20:00"
"16897","5","30","34","8.84","0","5818","2018-06-07 04:20:00"
"16898","2","29","19","2.58","0","5847","2018-06-07 04:21:00"
"16899","5","30","34","8.84","0","5824","2018-06-07 04:21:00"
"16900","2","29","19","3.55","0","5841","2018-06-07 04:22:00"
"16901","5","30","34","8.68","0","5818","2018-06-07 04:22:00"
"16902","2","29","19","2.58","0","5835","2018-06-07 04:23:00"
"16903","5","30","34","8.68","0","5818","2018-06-07 04:23:00"
"16904","2","29","18","2.58","0","5847","2018-06-07 04:24:00"
"16905","5","30","33","8.84","0","5835","2018-06-07 04:24:00"
"16906","2","30","18","2.58","0","5847","2018-06-07 04:25:00"
"16907","5","30","34","8.84","0","5829","2018-06-07 04:25:00"
"16908","2","30","18","2.58","0","5853","2018-06-07 04:26:00"
"16909","5","30","34","8.68","0","5829","2018-06-07 04:26:00"
"16910","2","30","19","2.74","0","5847","2018-06-07 04:27:00"
"16911","5","30","34","8.68","0","5829","2018-06-07 04:27:00"
"16912","2","30","19","2.74","0","5847","2018-06-07 04:28:00"
"16913","5","30","34","8.68","0","5824","2018-06-07 04:28:00"
"16914","2","30","18","2.58","0","5847","2018-06-07 04:29:00"
"16915","5","30","34","8.84","0","5824","2018-06-07 04:29:00"
"16916","2","30","18","2.74","0","5835","2018-06-07 04:30:00"
"16917","5","30","33","8.84","0","5806","2018-06-07 04:30:00"
"16918","2","30","18","2.74","0","5835","2018-06-07 04:31:00"
"16919","5","30","33","8.68","0","5806","2018-06-07 04:31:00"
"16920","2","30","18","2.58","0","5835","2018-06-07 04:32:00"
"16921","5","30","33","8.84","0","5818","2018-06-07 04:32:00"
"16922","2","30","18","2.58","0","5841","2018-06-07 04:33:00"
"16923","5","30","33","8.84","0","5824","2018-06-07 04:33:00"
"16924","2","30","18","2.58","0","5835","2018-06-07 04:34:00"
"16925","5","30","33","8.84","0","5800","2018-06-07 04:34:00"
"16926","2","30","18","2.58","0","5824","2018-06-07 04:35:00"
"16927","5","30","33","8.84","0","5794","2018-06-07 04:35:00"
"16928","2","30","18","2.58","0","5824","2018-06-07 04:36:00"
"16929","5","30","33","8.84","0","5788","2018-06-07 04:36:00"
"16930","2","30","18","2.58","0","5824","2018-06-07 04:37:00"
"16931","5","30","33","8.84","0","5788","2018-06-07 04:37:00"
"16932","2","30","18","2.58","0","5824","2018-06-07 04:38:00"
"16933","5","29","33","8.84","0","5788","2018-06-07 04:38:00"
"16934","2","30","18","2.74","0","5824","2018-06-07 04:39:00"
"16935","5","29","33","8.84","0","5788","2018-06-07 04:39:00"
"16936","2","29","18","2.58","0","5824","2018-06-07 04:40:00"
"16937","5","29","33","9","0","5794","2018-06-07 04:40:00"
"16938","2","29","19","2.74","0","5829","2018-06-07 04:41:00"
"16939","5","29","34","8.84","0","5800","2018-06-07 04:41:00"
"16940","2","29","19","2.58","0","5841","2018-06-07 04:42:00"
"16941","5","29","34","8.84","0","5824","2018-06-07 04:42:00"
"16942","2","30","18","2.58","0","5847","2018-06-07 04:43:00"
"16943","5","29","34","8.84","0","5818","2018-06-07 04:43:00"
"16944","2","30","18","2.58","0","5841","2018-06-07 04:44:00"
"16945","5","30","33","8.84","0","5812","2018-06-07 04:44:00"
"16946","2","30","18","2.58","0","5841","2018-06-07 04:45:00"
"16947","5","30","33","8.84","0","5812","2018-06-07 04:45:00"
"16948","2","30","18","2.58","0","5847","2018-06-07 04:46:00"
"16949","5","30","33","9","1","5818","2018-06-07 04:46:00"
"16950","2","30","18","2.58","0","5841","2018-06-07 04:47:00"
"16951","5","30","33","9","0","5812","2018-06-07 04:47:00"
"16952","2","30","18","2.58","0","5841","2018-06-07 04:48:00"
"16953","5","30","33","9","0","5806","2018-06-07 04:48:00"
"16954","2","30","18","2.58","0","5835","2018-06-07 04:49:00"
"16955","5","30","33","9","0","5800","2018-06-07 04:49:00"
"16956","2","30","18","2.58","0","5835","2018-06-07 04:50:00"
"16957","5","30","33","9","0","5800","2018-06-07 04:50:00"
"16958","2","30","18","2.58","0","5841","2018-06-07 04:51:00"
"16959","5","30","34","9","0","5806","2018-06-07 04:51:00"
"16960","2","30","19","3.55","0","5835","2018-06-07 04:52:00"
"16961","5","30","34","9","0","5806","2018-06-07 04:52:00"
"16962","2","30","18","3.06","0","5841","2018-06-07 04:53:00"
"16963","5","29","34","9","0","5806","2018-06-07 04:53:00"
"16964","2","30","18","3.06","0","5841","2018-06-07 04:54:00"
"16965","5","29","34","9","0","5806","2018-06-07 04:54:00"
"16966","2","30","18","3.55","0","5835","2018-06-07 04:55:00"
"16967","5","29","34","9","0","5806","2018-06-07 04:55:00"
"16968","2","30","18","3.38","0","5841","2018-06-07 04:56:00"
"16969","5","29","34","9","0","5806","2018-06-07 04:56:00"
"16970","2","30","18","2.42","0","5835","2018-06-07 04:57:00"
"16971","5","29","34","9","0","5800","2018-06-07 04:57:00"
"16972","2","30","18","2.58","0","5835","2018-06-07 04:58:00"
"16973","5","29","33","9","0","5800","2018-06-07 04:58:00"
"16974","2","30","18","3.87","0","5835","2018-06-07 04:59:00"
"16975","5","29","34","9","0","5800","2018-06-07 04:59:00"
"16976","2","30","18","3.55","0","5835","2018-06-07 05:00:00"
"16977","5","29","33","9","0","5800","2018-06-07 05:00:00"
"16978","2","30","18","2.9","0","5835","2018-06-07 05:01:00"
"16979","5","29","33","9","0","5800","2018-06-07 05:01:00"
"16980","2","30","18","3.55","0","5841","2018-06-07 05:02:00"
"16981","5","29","33","9","0","5800","2018-06-07 05:02:00"
"16982","2","30","18","2.42","0","5835","2018-06-07 05:03:00"
"16983","5","29","33","9.16","0","5800","2018-06-07 05:03:00"
"16984","2","30","18","3.06","0","5841","2018-06-07 05:04:00"
"16985","5","29","33","9.16","0","5800","2018-06-07 05:04:00"
"16986","2","30","18","2.9","0","5835","2018-06-07 05:05:00"
"16987","5","29","34","9.16","0","5800","2018-06-07 05:05:00"
"16988","2","30","18","2.42","0","5835","2018-06-07 05:06:00"
"16989","5","29","33","9.16","0","5794","2018-06-07 05:06:00"
"16990","2","30","18","2.42","0","5829","2018-06-07 05:07:00"
"16991","5","29","33","9.16","0","5794","2018-06-07 05:07:00"
"16992","2","30","18","2.42","0","5829","2018-06-07 05:08:00"
"16993","5","29","32","9.16","0","5794","2018-06-07 05:08:00"
"16994","2","30","18","2.42","0","5829","2018-06-07 05:09:00"
"16995","5","29","33","9.16","0","5788","2018-06-07 05:09:00"
"16996","2","30","18","2.42","0","5824","2018-06-07 05:10:00"
"16997","5","29","33","9.16","0","5788","2018-06-07 05:10:00"
"16998","2","30","18","2.42","0","5829","2018-06-07 05:11:00"
"16999","5","29","33","9.16","0","5782","2018-06-07 05:11:00"
"17000","2","30","18","2.42","0","5824","2018-06-07 05:12:00"
"17001","5","29","33","9","0","5782","2018-06-07 05:12:00"
"17002","2","30","18","2.42","0","5829","2018-06-07 05:13:00"
"17003","5","29","33","9.16","0","5782","2018-06-07 05:13:00"
"17004","2","30","18","3.22","0","5829","2018-06-07 05:14:00"
"17005","5","29","33","9.32","0","5782","2018-06-07 05:14:00"
"17006","2","30","18","3.38","0","5829","2018-06-07 05:15:00"
"17007","5","29","33","9.16","0","5782","2018-06-07 05:15:00"
"17008","2","30","18","3.06","0","5829","2018-06-07 05:16:00"
"17009","5","29","33","9.16","0","5782","2018-06-07 05:16:00"
"17010","2","30","18","2.74","0","5824","2018-06-07 05:17:00"
"17011","5","29","33","9.16","0","5782","2018-06-07 05:17:00"
"17012","2","30","18","2.26","0","5824","2018-06-07 05:18:00"
"17013","5","29","33","9.16","0","5782","2018-06-07 05:18:00"
"17014","2","30","18","2.42","0","5824","2018-06-07 05:19:00"
"17015","5","29","33","9.16","0","5782","2018-06-07 05:19:00"
"17016","5","29","33","9.16","0","5782","2018-06-07 05:20:00"
"17017","2","30","18","2.42","0","5829","2018-06-07 05:21:00"
"17018","5","29","33","9.16","0","5782","2018-06-07 05:21:00"
"17019","2","30","18","2.58","0","5835","2018-06-07 05:22:00"
"17020","5","29","33","9.16","0","5788","2018-06-07 05:22:00"
"17021","2","30","18","2.58","0","5835","2018-06-07 05:23:00"
"17022","5","29","33","9.16","0","5794","2018-06-07 05:23:00"
"17023","2","30","18","2.74","0","5835","2018-06-07 05:24:00"
"17024","5","29","33","9.16","0","5800","2018-06-07 05:24:00"
"17025","2","30","18","2.58","0","5841","2018-06-07 05:25:00"
"17026","5","29","33","9.16","0","5800","2018-06-07 05:25:00"
"17027","2","30","18","2.74","0","5841","2018-06-07 05:26:00"
"17028","5","29","33","9.16","0","5800","2018-06-07 05:26:00"
"17029","2","30","18","2.74","0","5835","2018-06-07 05:27:00"
"17030","5","29","33","9.32","0","5800","2018-06-07 05:27:00"
"17031","2","30","18","2.58","0","5841","2018-06-07 05:28:00"
"17032","5","29","33","9.16","0","5800","2018-06-07 05:28:00"
"17033","2","30","18","2.58","0","5847","2018-06-07 05:29:00"
"17034","5","29","33","9.16","0","5806","2018-06-07 05:29:00"
"17035","2","30","18","2.58","0","5841","2018-06-07 05:30:00"
"17036","5","29","33","9.16","0","5806","2018-06-07 05:30:00"
"17037","2","30","18","2.58","0","5841","2018-06-07 05:31:00"
"17038","5","29","34","9.32","0","5806","2018-06-07 05:31:00"
"17039","2","30","18","2.74","0","5847","2018-06-07 05:32:00"
"17040","5","29","34","9.16","0","5812","2018-06-07 05:32:00"
"17041","2","30","18","2.74","0","5859","2018-06-07 05:33:00"
"17042","5","29","33","9.16","0","5824","2018-06-07 05:33:00"
"17043","2","30","18","2.58","0","5853","2018-06-07 05:34:00"
"17044","5","29","33","9.16","0","5818","2018-06-07 05:34:00"
"17045","2","30","18","2.58","0","5859","2018-06-07 05:35:00"
"17046","5","30","33","9.16","0","5824","2018-06-07 05:35:00"
"17047","2","30","18","2.58","0","5870","2018-06-07 05:36:00"
"17048","5","30","33","9.16","0","5829","2018-06-07 05:36:00"
"17049","2","30","18","2.42","0","5859","2018-06-07 05:37:00"
"17050","5","30","33","9.16","0","5812","2018-06-07 05:37:00"
"17051","2","30","18","2.58","0","5847","2018-06-07 05:38:00"
"17052","5","30","33","9.16","0","5812","2018-06-07 05:38:00"
"17053","2","30","18","2.26","0","5847","2018-06-07 05:39:00"
"17054","5","30","33","9.16","0","5806","2018-06-07 05:39:00"
"17055","2","30","18","2.42","0","5847","2018-06-07 05:40:00"
"17056","5","30","33","9.16","0","5812","2018-06-07 05:40:00"
"17057","2","30","18","2.26","0","5847","2018-06-07 05:41:00"
"17058","5","30","33","9.16","0","5812","2018-06-07 05:41:00"
"17059","2","30","18","2.42","0","5847","2018-06-07 05:42:00"
"17060","5","30","33","9","0","5812","2018-06-07 05:42:00"
"17061","2","30","18","2.26","0","5841","2018-06-07 05:43:00"
"17062","5","30","33","9.16","0","5806","2018-06-07 05:43:00"
"17063","2","30","18","2.26","0","5841","2018-06-07 05:44:00"
"17064","5","30","33","9","0","5806","2018-06-07 05:44:00"
"17065","2","30","18","2.26","0","5835","2018-06-07 05:45:00"
"17066","5","30","32","9.16","0","5806","2018-06-07 05:45:00"
"17067","2","30","18","2.26","0","5847","2018-06-07 05:46:00"
"17068","5","30","32","9.16","0","5806","2018-06-07 05:46:00"
"17069","2","30","18","2.42","0","5841","2018-06-07 05:47:00"
"17070","5","30","32","9.16","0","5806","2018-06-07 05:47:00"
"17071","2","30","18","2.42","0","5835","2018-06-07 05:48:00"
"17072","5","30","32","9.16","0","5806","2018-06-07 05:48:00"
"17073","2","30","18","2.26","0","5841","2018-06-07 05:49:00"
"17074","5","30","32","9","0","5806","2018-06-07 05:49:00"
"17075","2","30","18","2.42","0","5847","2018-06-07 05:50:00"
"17076","5","30","33","9.16","0","5806","2018-06-07 05:50:00"
"17077","2","30","18","2.42","0","5847","2018-06-07 05:51:00"
"17078","5","30","33","9.16","0","5800","2018-06-07 05:51:00"
"17079","2","30","18","2.42","0","5841","2018-06-07 05:52:00"
"17080","5","30","33","9.16","0","5800","2018-06-07 05:52:00"
"17081","2","30","18","2.42","0","5841","2018-06-07 05:53:00"
"17082","5","29","33","9.16","0","5800","2018-06-07 05:53:00"
"17083","2","30","18","2.42","0","5835","2018-06-07 05:54:00"
"17084","5","29","32","9.32","0","5806","2018-06-07 05:54:00"
"17085","2","30","18","2.26","0","5847","2018-06-07 05:55:00"
"17086","5","29","33","9.16","0","5800","2018-06-07 05:55:00"
"17087","2","30","18","3.22","0","5835","2018-06-07 05:56:00"
"17088","5","29","33","9.16","0","5800","2018-06-07 05:56:00"
"17089","2","30","18","2.26","0","5829","2018-06-07 05:57:00"
"17090","5","29","32","9.32","0","5794","2018-06-07 05:57:00"
"17091","2","30","18","2.26","0","5841","2018-06-07 05:58:00"
"17092","5","29","32","9.32","0","5800","2018-06-07 05:58:00"
"17093","2","30","18","2.26","0","5841","2018-06-07 05:59:00"
"17094","5","29","32","9.32","0","5800","2018-06-07 05:59:00"
"17095","2","30","18","2.42","0","5847","2018-06-07 06:00:00"
"17096","5","29","32","9.48","0","5800","2018-06-07 06:00:00"
"17097","2","30","18","2.26","0","5841","2018-06-07 06:01:00"
"17098","5","29","32","9.32","0","5800","2018-06-07 06:01:00"
"17099","2","30","18","2.42","0","5841","2018-06-07 06:02:00"
"17100","5","29","32","9.32","0","5800","2018-06-07 06:02:00"
"17101","2","30","18","2.26","0","5853","2018-06-07 06:03:00"
"17102","5","29","32","9.16","1","5812","2018-06-07 06:03:00"
"17103","2","30","18","2.26","0","5847","2018-06-07 06:04:00"
"17104","5","30","32","9.16","0","5806","2018-06-07 06:04:00"
"17105","2","30","18","2.26","0","5841","2018-06-07 06:05:00"
"17106","5","30","32","9.32","0","5806","2018-06-07 06:05:00"
"17107","2","30","18","2.26","0","5847","2018-06-07 06:06:00"
"17108","5","30","32","9.32","0","5806","2018-06-07 06:06:00"
"17109","2","30","18","2.26","0","5847","2018-06-07 06:07:00"
"17110","5","30","32","9.32","0","5806","2018-06-07 06:07:00"
"17111","2","30","18","2.26","0","5841","2018-06-07 06:08:00"
"17112","5","30","32","9.32","0","5806","2018-06-07 06:08:00"
"17113","2","30","18","2.42","0","5847","2018-06-07 06:09:00"
